epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.681,0.386,0.644,0.926,4176.858,864.470
1,0.641,0.569,0.739,0.846,4443.186,886.887
2,0.654,0.479,0.743,0.855,4447.284,952.635
3,0.619,0.683,0.774,0.733,4257.205,780.090
