epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.783,0.846,0.604,0.221,1904.552,426.359
1,0.756,0.828,0.672,0.455,2066.575,374.876
2,0.720,0.788,0.724,0.590,1938.283,376.969
3,0.706,1.097,0.746,0.181,1910.139,377.304
4,0.683,1.023,0.772,0.319,1911.618,358.759
5,0.676,1.093,0.778,0.337,1870.103,361.167
