epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.702,0.520,0.664,0.913,5330.829,907.240
1,0.326,0.300,0.952,0.943,5009.697,822.206
2,0.316,0.310,0.955,0.977,5329.395,1073.233
3,0.286,0.425,0.964,0.975,5380.772,772.944
4,0.280,0.317,0.966,0.977,5373.881,771.637
5,0.372,0.437,0.934,0.972,5366.656,862.260
