epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,2.292,14.300,0.872,0.913,636.945,141.776
1,1.994,13.619,0.945,0.957,651.045,145.163
2,1.909,13.123,0.956,0.950,651.471,142.270
3,1.542,8.303,0.956,0.980,653.362,139.803
4,1.307,8.542,0.984,0.975,656.288,135.540
5,1.287,8.233,0.985,0.981,632.661,134.222
6,1.262,8.210,0.986,0.982,639.628,135.094
7,1.252,11.247,0.986,0.908,642.699,137.218
8,1.241,8.905,0.987,0.970,625.741,141.794
9,1.232,8.527,0.987,0.974,641.443,134.487
