epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,3.199,21.913,0.332,0.510,589.396,133.232
1,3.110,21.913,0.279,0.512,598.104,136.003
2,3.113,21.913,0.268,0.514,583.444,124.019
3,3.110,21.913,0.401,0.456,592.766,123.208
4,3.111,21.913,0.383,0.398,581.648,125.738
5,3.114,21.913,0.443,0.445,584.597,127.910
