epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.747,0.711,0.314,0.500,1754.881,383.336
1,0.743,0.711,0.336,0.500,1793.344,387.268
2,0.743,0.711,0.356,0.500,1776.134,385.725
3,0.743,0.711,0.375,0.500,1793.293,387.294
