epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.640,8.136,0.905,0.966,556.940,133.712
1,1.331,8.683,0.975,0.964,571.565,127.750
2,1.239,8.011,0.981,0.967,582.345,129.509
3,1.206,7.973,0.983,0.980,597.065,128.697
4,1.215,8.247,0.983,0.983,598.905,125.756
5,1.295,14.714,0.983,0.966,595.422,131.473
6,1.973,14.819,0.975,0.961,596.039,131.754
7,1.976,14.935,0.977,0.974,599.343,134.458
