Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00038463876615726797,0.6190287726021565,0.9855297611278275,0.9916331720121401,0.42284015389996504,0.5928741325617322,0.430272458993892
0.6,0.00038463876615726797,0.6137538589047553,0.9853312892826132,0.9915608217543261,0.4068555438964673,0.5769698172168349,0.4146935694187084
0.7,0.00038463876615726797,0.6087865170248036,0.9851448355537633,0.9915943843333631,0.3878628891220707,0.5576144620722601,0.3962322421247684
0.8,0.00038463876615726797,0.6056060571498091,0.9850266832053585,0.9919247577427323,0.3651976215459951,0.5338480417220575,0.3743051266213712
0.9,0.00038463876615726797,0.588484115759539,0.9843814635667153,0.9913820963050738,0.32189576775096185,0.48599265967839883,0.3319950586781964
0.91,0.00038463876615726797,0.588172361877823,0.9843705026617181,0.9916059200353435,0.31402588317593566,0.4769950058442249,0.3244115022990872
0.92,0.00038463876615726797,0.5842651732895358,0.9842234486154922,0.9915186246418338,0.3025883175935642,0.46367412568672123,0.3132592135062796
0.93,0.00038463876615726797,0.5795360189789681,0.9840453822478314,0.9913762127200862,0.2895068205666317,0.44814423779744983,0.30049413218035825
0.94,0.00038463876615726797,0.5731979104886171,0.9838066270179067,0.9911178784418221,0.2732074151801329,0.42834032518987686,0.28457209525770366
0.95,0.00038463876615726797,0.5682094681935004,0.9836195578656024,0.9912075834592664,0.25236096537250785,0.4022972483202766,0.2643264017569144
0.96,0.00038463876615726797,0.5613985963471569,0.9833639235379481,0.9912576687116564,0.22605806225953132,0.36815722016519514,0.23876192437032462
0.97,0.00038463876615726797,0.5572870568912814,0.9832119049553829,0.9923539049699618,0.1906610703043022,0.31986620896047885,0.2045501338274655
0.98,0.00038463876615726797,0.5439276426844291,0.9827107197135359,0.9929824561403509,0.13857992305001748,0.24321669736034376,0.1539359000754924
0.99,0.00038463876615726797,0.508237716136685,0.9813682167210743,0.9931972789115646,0.02553340328786289,0.04978687127024723,0.04381991627204722
