epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.364,2.473,0.977,0.966,2008.362,369.885
1,1.196,2.523,0.990,0.978,1940.151,320.090
2,1.159,2.798,0.996,0.968,2017.401,369.878
3,1.136,2.693,0.998,0.971,2019.613,334.802
4,1.116,2.378,0.998,0.967,1941.758,369.693
