epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.475,0.245,0.920,0.970,1191.011,226.702
1,0.285,0.429,0.983,0.965,1100.758,237.272
2,0.262,0.424,0.988,0.957,1133.842,211.369
3,0.244,0.547,0.991,0.941,1090.222,222.773
