epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.493,0.380,0.910,0.915,812.532,200.256
1,0.358,0.334,0.964,0.950,820.082,202.472
2,0.285,0.281,0.983,0.973,825.437,198.929
3,0.256,0.265,0.988,0.979,817.695,203.957
4,0.247,0.290,0.990,0.973,821.244,197.932
5,0.240,0.232,0.991,0.982,817.193,201.835
6,0.234,0.301,0.992,0.972,825.936,201.205
7,0.227,0.383,0.993,0.965,814.498,203.536
8,0.223,0.400,0.993,0.964,821.335,196.109
