epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,3.181,5.639,0.579,0.634,1146.710,265.765
1,3.144,5.628,0.672,0.670,1264.358,235.640
2,3.135,5.650,0.684,0.639,1171.817,267.405
3,3.132,5.650,0.689,0.656,1149.875,267.451
4,3.129,5.658,0.693,0.656,1252.961,264.647
