Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
404.280197,0.7999035228867797,0.9693219404738498,0.9873364624580243,0.9945020169625587,0.9973571676359431,0.9986280479491404,0.9992134439105091,0.9995103626721673,0.9996735034328026,0.9997685144415351,0.8933548305600152
