epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.987,10.620,0.839,0.917,746.355,150.088
1,1.418,8.510,0.971,0.980,742.873,149.128
2,1.352,8.763,0.980,0.979,744.440,150.912
3,1.328,8.713,0.982,0.988,803.963,167.466
4,1.307,9.486,0.983,0.980,764.591,149.747
5,1.301,8.795,0.984,0.986,747.843,148.639
6,1.287,9.341,0.985,0.982,744.246,150.212
