epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.476,0.594,0.918,0.896,2648.499,295.710
1,0.284,1.208,0.984,0.856,2632.259,270.704
2,0.245,1.127,0.991,0.882,2598.903,272.029
3,0.226,2.787,0.993,0.796,2598.178,273.517
