epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,3.111,22.224,0.314,0.419,603.407,134.665
1,3.117,22.644,0.337,0.536,611.955,134.406
2,3.110,21.913,0.322,0.501,608.319,135.815
3,3.113,21.913,0.383,0.576,607.977,135.995
4,3.153,21.913,0.336,0.458,616.507,138.285
5,3.112,21.913,0.332,0.507,628.012,139.643
6,3.109,21.913,0.351,0.509,615.786,140.655
