Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00030270586818097585,0.6664386812514617,0.6111843915881403,0.6561672783895006,0.7072249727280355,0.6807400954254624,0.666644578313253
0.6,0.00030270586818097585,0.5976167941939331,0.564185900867745,0.6348770726129217,0.46588906604011077,0.5374116736037169,0.5969518072289156
0.7,0.00030270586818097585,0.5486698279900815,0.5317953917320564,0.6044774235885011,0.28710485620781834,0.3893042912873862,0.5473493975903615
0.8,0.00030270586818097585,0.5053735252404508,0.5053388214046131,0.5264712199312714,0.11753916973351394,0.19217388747880793,0.5034156626506024
0.9,0.00030270586818097585,0.5095768375408877,0.5087136495355813,0.6495837187789084,0.04208873278269939,0.07905521030352157,0.5072168674698795
0.91,0.00030270586818097585,0.508381708230669,0.5080662105434268,0.6645702306079665,0.03420084153490212,0.0650538124771981,0.5059879518072289
0.92,0.00030270586818097585,0.5089961706890292,0.5089310073397509,0.7157954870037132,0.03004111773097256,0.057662218131615275,0.5065783132530121
0.93,0.00030270586818097585,0.5070497767696124,0.5076717172567065,0.7338869118228549,0.022249127896522374,0.0431889049192535,0.5046024096385542
0.94,0.00030270586818097585,0.5069755007440683,0.5080208037462789,0.792,0.018988479842721683,0.03708776735855021,0.5045120481927711
0.95,0.00030270586818097585,0.5029175450293399,0.5047378448890069,0.7626208378088077,0.008511250434553278,0.016834617664493182,0.500421686746988
0.96,0.00030270586818097585,0.5002939137174898,0.5027007728344418,0.6041666666666666,0.0017382131169158105,0.003466453101280197,0.49777710843373496
0.97,0.00030270586818097585,0.4999562792603198,0.5025053316671682,0.43137254901960786,0.0002637288867044678,0.0005271354977836348,0.497433734939759
0.98,0.00030270586818097585,0.500077615782596,0.5025845325306266,0.782608695652174,0.0002157781800309282,0.00043143740562306753,0.49755421686746987
0.99,0.00030270586818097585,0.5,0.5025240963855422,0.0,0.0,0.0,0.4974759036144578
