epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,3.182,5.675,0.575,0.618,1007.209,225.768
1,3.142,5.602,0.673,0.706,1012.428,223.729
2,3.134,5.609,0.686,0.700,1012.409,223.365
3,3.131,5.659,0.691,0.648,1013.448,215.764
4,3.128,5.753,0.696,0.640,1017.805,236.682
