Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.0003488007896111659,0.7602723132260545,0.7201570082565996,0.8453310600137529,0.6372604889549303,0.726695204768812,0.7602104795737122
0.6,0.0003488007896111659,0.7228580048048067,0.6948310735290503,0.8735499495699312,0.5212442058432439,0.6529032946701772,0.7227566607460035
0.7,0.0003488007896111659,0.6796375455927595,0.6624119416255896,0.9031639921597374,0.4024708716577635,0.55681294862427,0.6794982238010657
0.8,0.0003488007896111659,0.6199462353995944,0.6107314054732069,0.9215431836897662,0.26224118249618755,0.4082949245067892,0.6197664298401421
0.9,0.0003488007896111659,0.5635179257895477,0.5606593664318309,0.9515174458956401,0.13386343986947946,0.2347072812391055,0.5633019538188277
0.91,0.0003488007896111659,0.5571203316766317,0.5547916866506448,0.9553127962755946,0.11985272056852417,0.21298457927414063,0.5569005328596803
0.92,0.0003488007896111659,0.5503800891140489,0.5485752353889324,0.9596689288780188,0.10518513784367715,0.18959012642754974,0.5501563055062167
0.93,0.0003488007896111659,0.5429207304372932,0.5415473411402902,0.9626298769637014,0.08931212197066128,0.16345866420597066,0.5426927175843694
0.94,0.0003488007896111659,0.534903009279605,0.5339402894470403,0.9657018333412288,0.07237924808666336,0.13466534324468496,0.5346705150976909
0.95,0.0003488007896111659,0.5269100745583983,0.5263007904287015,0.9685056405501468,0.05563100608397555,0.10521827015737747,0.5266731793960924
0.96,0.0003488007896111659,0.5188789403900553,0.5185978650993999,0.9722876049207265,0.038866786322328206,0.07474564697849095,0.5186376554174067
0.97,0.0003488007896111659,0.5111699734693046,0.5111729874211406,0.9782608695652174,0.02284819531212552,0.044653467235908746,0.5109245115452931
0.98,0.0003488007896111659,0.5026274170894542,0.5028420340684774,0.9865220249835635,0.005327694959727171,0.010598154769787666,0.5023774422735346
0.99,0.0003488007896111659,0.5,0.5002513321492007,0.0,0.0,0.0,0.4997486678507993
