epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.313,2.453,0.983,0.983,2944.349,332.856
1,1.194,2.133,0.991,0.975,2983.101,332.098
2,1.167,2.169,0.995,0.993,2983.373,333.407
3,1.079,2.089,0.997,0.997,2979.844,329.726
4,1.037,2.172,0.999,0.993,2985.810,334.767
5,1.012,2.224,0.999,0.989,2983.559,331.381
6,1.007,2.069,0.999,0.994,2981.571,330.298
