Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
70.770166,0.9813594206669585,0.9843961304352794,0.9847308261977133,0.9848486538586477,0.9848561637442423,0.9848615650346131,0.9848658573269079,0.9848661179285746,0.9848661179285746,0.9848661179285746,0.9830218456724761
