epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.559,0.697,0.874,0.742,874.997,207.540
1,0.447,0.479,0.932,0.870,852.810,205.145
2,0.341,0.535,0.969,0.914,850.090,201.549
3,0.448,0.379,0.980,0.945,850.391,203.372
4,0.263,0.240,0.987,0.972,849.765,200.865
5,0.249,0.278,0.990,0.969,846.721,204.774
6,0.235,0.258,0.992,0.973,853.605,201.042
7,0.227,0.684,0.993,0.964,845.848,203.987
8,0.222,1.350,0.994,0.922,837.732,195.768
9,0.218,1.698,0.994,0.913,826.458,201.640
