Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.0003063102059497057,0.9700443189378021,0.9478996845120704,0.9529664683445229,0.9888229369790216,0.9705636455606746,0.9700310492505353
0.6,0.0003063102059497057,0.9732355771513206,0.9551941589849808,0.9619433113691036,0.9854008185655817,0.9735307816072487,0.9732269807280514
0.7,0.0003063102059497057,0.9744328482900888,0.9600396517439032,0.9697217866925226,0.9794030042642553,0.9745383523863033,0.9744293361884369
0.8,0.0003063102059497057,0.974003884052029,0.9632677682245158,0.9774048734163555,0.9704094970750209,0.973894623655914,0.9740064239828694
0.9,0.0003063102059497057,0.9693485215075222,0.9628672906010757,0.9862468725232716,0.9519532003342833,0.9687966477413362,0.9693608137044968
0.91,0.0003063102059497057,0.9680395569676039,0.9620680100092539,0.9872985913104784,0.9482610838494011,0.9673861718592877,0.9680535331905782
0.92,0.0003063102059497057,0.9659386928305583,0.9605594606030136,0.9885148372485936,0.9428161227419805,0.9651248236937986,0.9659550321199143
0.93,0.0003063102059497057,0.9625103048864098,0.9577482215668978,0.9897683410825272,0.9346690380782995,0.9614299049661601,0.9625299785867237
0.94,0.0003063102059497057,0.9565125103705937,0.9524643651891544,0.9912059838046225,0.9211862772408769,0.9549142911723351,0.9565374732334047
0.95,0.0003063102059497057,0.9440357896798899,0.9407318567049799,0.9926535619525834,0.89468360940279,0.9411258202014692,0.9440706638115631
0.96,0.0003063102059497057,0.9151371387985382,0.9127521847603822,0.9944034278685303,0.8349668930936207,0.9077374123051728,0.9151937901498929
0.97,0.0003063102059497057,0.8360948297517388,0.8346620393731387,0.9960843230591622,0.6748387511517775,0.8045807865003481,0.8362087794432548
0.98,0.0003063102059497057,0.6326349590256595,0.6319884318689382,0.9970847822420674,0.26604667109520647,0.42002134681125664,0.6328940042826553
0.99,0.0003063102059497057,0.5045878939773288,0.504189533348811,0.9894833104709648,0.00927421946986093,0.01837620264773567,0.5049379014989294
