epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.707,0.854,0.744,0.495,1181.708,272.884
1,0.676,0.823,0.778,0.766,1203.170,271.660
2,0.599,1.286,0.839,0.526,1201.763,272.332
3,0.475,0.105,0.915,0.997,1203.304,271.870
4,0.392,0.092,0.950,0.998,1245.444,509.340
5,0.372,0.095,0.955,0.998,2046.959,499.476
6,0.362,0.100,0.957,0.998,1997.175,499.156
7,0.353,2.024,0.959,0.973,1474.896,264.564
