Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00026320254228201257,0.9675893970768095,0.9396994547830397,0.9396994547830397,1.0,0.968912428640289,0.9677530120481928
0.6,0.00026320254228201257,0.9678134195517129,0.9400912830337522,0.9400912830337522,1.0,0.9691206710271036,0.9679759036144578
0.7,0.00026320254228201257,0.967940810735473,0.9403325331519709,0.9403535273825897,0.9999520492933265,0.9692374727668844,0.9681024096385542
0.8,0.00026320254228201257,0.9677459944047792,0.9403666600493219,0.9408185153824442,0.9989690598065188,0.9690221751921578,0.9679036144578314
0.9,0.00026320254228201257,0.9053302981118403,0.8893521019052434,0.9591947547748653,0.8470612210647455,0.89964732694193,0.9050361445783133
0.91,0.00026320254228201257,0.89857508197706,0.8841342041601328,0.9622937832691693,0.8300027571656338,0.8912660101692733,0.8982289156626506
0.92,0.00026320254228201257,0.89032177119763,0.8774777065835332,0.9655009789490232,0.8098754480394155,0.880867320329613,0.8899156626506024
0.93,0.00026320254228201257,0.8816484051496091,0.8703804347694023,0.9687522997895233,0.7890049029597573,0.8696881606765328,0.8811807228915662
0.94,0.00026320254228201257,0.869457629169812,0.8598922786449799,0.9721856333282279,0.7609057888490631,0.8536672292867277,0.8689096385542169
0.95,0.00026320254228201257,0.8526766070195682,0.8449541913456619,0.9758728310613044,0.7234203239070236,0.830893995511435,0.8520240963855422
0.96,0.00026320254228201257,0.8229850063972576,0.8177590486027804,0.9809569702486124,0.6588906604011077,0.7882968806023665,0.8221566265060241
0.97,0.00026320254228201257,0.7333998048197321,0.7318558942608795,0.9875560229349758,0.47281794315443726,0.6394721055788842,0.7320843373493976
0.98,0.00026320254228201257,0.5237822732239322,0.5260623952692547,0.9947630922693267,0.04781884223018737,0.09125118667718951,0.5213795180722891
0.99,0.00026320254228201257,0.5,0.5025240963855422,0.0,0.0,0.0,0.4974759036144578
