epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.151,1.933,0.996,1.000,5310.169,510.455
1,0.992,1.973,1.000,0.999,5321.692,510.951
2,0.981,2.273,1.000,0.996,5321.815,511.734
3,0.975,2.548,1.000,0.990,5317.341,509.512
