epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.460,2.277,0.889,0.919,8359.605,1022.903
1,0.166,7.409,0.989,0.665,8339.444,919.514
2,0.124,6.394,0.994,0.515,6005.479,724.080
3,0.116,10.545,0.994,0.403,6010.173,724.578
