epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.674,0.505,0.781,0.875,1316.811,151.025
1,0.410,0.335,0.949,0.986,1315.299,164.809
2,0.350,0.419,0.968,0.980,1316.868,165.423
3,0.288,1.093,0.983,0.930,1315.061,162.431
4,0.262,1.023,0.988,0.953,1313.690,137.687
