epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.700,0.445,0.745,0.915,1602.459,372.348
1,0.483,0.159,0.910,0.993,1638.007,372.654
2,0.401,0.200,0.946,0.982,1645.392,375.525
3,0.400,0.149,0.947,0.995,1371.681,296.472
4,0.394,0.164,0.949,0.993,1364.615,292.162
5,0.383,0.185,0.953,0.985,1247.135,334.358
6,0.389,0.193,0.951,0.979,1757.494,370.789
