Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
826.177954,0.1812376991387102,0.30811391318738407,0.39313389746085525,0.44447174153858143,0.48321388867276716,0.5217453777082702,0.5602718362268511,0.5984832154776992,0.6370779544305033,0.6753526658425173,0.3408095648671167
