epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,3.180,5.631,0.585,0.657,1029.943,235.843
1,3.144,5.631,0.671,0.646,1036.672,233.878
2,3.137,5.640,0.681,0.636,1040.581,233.268
3,3.134,5.648,0.684,0.636,1041.920,234.341
