Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00029367550166256454,0.9549426692829094,0.9381773618953957,0.9624590423523393,0.9472062719524329,0.9547717441214142,0.9549036144578313
0.6,0.00029367550166256454,0.9516044884069661,0.936414764309125,0.9656505998789122,0.9368728946642851,0.9510441004672897,0.9515301204819278
0.7,0.00029367550166256454,0.9417329629236034,0.9281796974932348,0.9684930288125468,0.9134849374842662,0.9401850709438618,0.9415903614457831
0.8,0.00029367550166256454,0.9242066036631653,0.9128184378916591,0.9721114475105699,0.8737338016519018,0.9203010177024672,0.9239518072289157
0.9,0.00029367550166256454,0.8538802350222008,0.8476599533793325,0.9802384398939544,0.7224732974502212,0.831844971083905,0.8532168674698796
0.91,0.00029367550166256454,0.837380077265749,0.8318779884436684,0.9811633591439756,0.6881046284419616,0.8089091190935866,0.8366265060240964
0.92,0.00029367550166256454,0.8160820786305424,0.81162091509167,0.9828621649333529,0.6434984835589015,0.7777737530336509,0.8152108433734939
0.93,0.00029367550166256454,0.7943695319798816,0.7908663169140089,0.9844945948078593,0.5982569918124169,0.7442491667350181,0.7933795180722891
0.94,0.00029367550166256454,0.7685990351306731,0.7660682853139006,0.9861590194164226,0.5449238183147724,0.701962722176753,0.7674698795180723
0.95,0.00029367550166256454,0.7392143145890961,0.73768471794235,0.9880419631721811,0.48435008810942354,0.6500418302336057,0.7379277108433735
0.96,0.00029367550166256454,0.6997715683838462,0.6992659589053913,0.9898310066127847,0.40373296251453505,0.5735329178161507,0.6982771084337349
0.97,0.00029367550166256454,0.6423598422610345,0.6430270330229154,0.9919638788782569,0.2870688931778132,0.44527705466716244,0.640566265060241
0.98,0.00029367550166256454,0.5644303559961865,0.5662986960259363,0.9948444117105505,0.12953883407856723,0.22922964330034684,0.5622349397590362
0.99,0.00029367550166256454,0.500059938383342,0.5025837321883706,1.0,0.000119876766683849,0.00023972479593426744,0.49753614457831324
