Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00041463454636808574,0.9919355747735905,0.9807836768393599,0.9825119236883942,0.9969081865842183,0.9896577033428972,0.9911751309496698
0.6,0.00041463454636808574,0.991148239425517,0.9808996804295051,0.9842917997870074,0.993950799838688,0.9890977192161059,0.9907196538373947
0.7,0.00041463454636808574,0.9878918412968689,0.9781026944493146,0.9858889934148636,0.9861540529641081,0.9860215053763441,0.9881575950808472
0.8,0.00041463454636808574,0.9786452380596755,0.9690007232501028,0.9884408972065502,0.9655867724156473,0.9768801849585202,0.9806422227283079
0.9,0.00041463454636808574,0.9383118068106193,0.9253565090487962,0.9930313588850174,0.881166823497782,0.9337606837606838,0.9470507856980187
0.91,0.00041463454636808574,0.927199666754625,0.912924557323432,0.9936206628286914,0.8584487162252991,0.9211019760565411,0.937713504896379
0.92,0.00041463454636808574,0.9135512505829305,0.8974933470102311,0.9940485764838346,0.8307568221535152,0.9050966608084358,0.9262127078114325
0.93,0.00041463454636808574,0.8964927849389023,0.8780551480309755,0.9942933870426317,0.7963435945691625,0.8843770993506008,0.9118082441357321
0.94,0.00041463454636808574,0.8743933191604474,0.852805453729022,0.9944879089615932,0.7518483667159565,0.8563117201255456,0.8931336825324527
0.95,0.00041463454636808574,0.8441788704508604,0.8181242937135379,0.9943918004254496,0.6912219384325851,0.8155432196669309,0.8675700296060123
0.96,0.00041463454636808574,0.8026863029180544,0.7706690490740713,0.9947194719471947,0.6077429762064793,0.7545060080106808,0.8324982919608289
0.97,0.00041463454636808574,0.7354825801290829,0.6937245042659332,0.995188225304274,0.4726441726038446,0.6409041195771054,0.7756775222045093
0.98,0.00041463454636808574,0.5842045874345915,0.5203869606604206,0.9976152623211447,0.16870547116547924,0.28860526618374155,0.6477453882942382
0.99,0.00041463454636808574,0.5,0.4235367797768162,0.0,0.0,0.0,0.5764632202231837
