Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00046043595465102997,0.9288100118434174,0.8862129629579489,0.8978584639934237,0.9703398134357608,0.9326930925575934,0.9292442244224423
0.6,0.00046043595465102997,0.937932517561929,0.9080714592405815,0.9295956193967075,0.949279480546628,0.9393344418965804,0.9380511551155115
0.7,0.00046043595465102997,0.9377803000267279,0.9155253847060096,0.9471253798176875,0.928490240652191,0.9377152357202233,0.9376831683168316
0.8,0.00046043595465102997,0.933206598595582,0.9181203121650735,0.9631782607633715,0.9016095738287476,0.9313775273506364,0.9328762376237624
0.9,0.00046043595465102997,0.9096663030724971,0.9028495788132425,0.9808546432088783,0.8359952705704058,0.9026500610982879,0.9088960396039604
0.91,0.00046043595465102997,0.9031056083628096,0.8971170678361247,0.9824472969540667,0.8211929398238875,0.8946116498808894,0.9022491749174918
0.92,0.00046043595465102997,0.8943832998413995,0.8892056642354356,0.9839032754310622,0.8021674374853022,0.8837893858045572,0.8934191419141915
0.93,0.00046043595465102997,0.8854085291238311,0.8810055688318974,0.9853136473712991,0.7827303963836848,0.872415983632667,0.8843349834983498
0.94,0.00046043595465102997,0.8757363709264185,0.8720439747616617,0.9865747122548564,0.7620620051736302,0.8599054291621672,0.8745478547854786
0.95,0.00046043595465102997,0.8639156870388768,0.8609872315849345,0.9879168363125337,0.7370365289644901,0.8442324419877101,0.8625891089108911
0.96,0.00046043595465102997,0.8491793736388591,0.8470968547651743,0.9894092232209875,0.706076402497975,0.8240689208249151,0.8476831683168317
0.97,0.00046043595465102997,0.8295871468639616,0.8284461047693159,0.9910382843325662,0.665317734054506,0.7961517190434407,0.8278696369636964
0.98,0.00046043595465102997,0.7987529801199136,0.7988363092118875,0.9931644204851752,0.6017349951660527,0.7494162727694298,0.7966930693069307
0.99,0.00046043595465102997,0.7294158702639515,0.7315303957705026,0.9968524321150949,0.46031590499333697,0.6298064784257296,0.7266023102310231
