Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
2825.997410,0.08118595698586209,0.14623691704886427,0.21031098993487263,0.26984740080350617,0.3285722561867551,0.3835134922846763,0.43602801949558123,0.4858001132970946,0.5346920536843294,0.5820961519538729,0.22307075532857382
