epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.747,0.709,0.355,0.512,3726.488,609.106
1,0.749,0.711,0.412,0.500,3735.271,714.948
2,0.743,0.711,0.373,0.500,4281.452,914.949
3,0.743,0.711,0.380,0.500,5022.588,923.548
