epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.501,0.808,0.909,0.936,800.685,203.264
1,0.350,0.864,0.967,0.898,809.796,198.347
2,0.317,1.479,0.977,0.837,804.734,202.873
3,0.302,1.124,0.981,0.856,807.168,196.960
