Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
2804.259617,0.05210076596457872,0.12617847883361843,0.18577976539178134,0.24423142253551236,0.3002415835139178,0.35164170237932246,0.39934659002160783,0.4479194368121365,0.4970597062214526,0.5460384180474078,0.19120866938016923
