epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.554,0.981,0.823,0.747,8027.978,1106.739
1,0.232,4.306,0.978,0.693,8182.358,1013.348
2,0.133,4.178,0.993,0.852,8324.571,1057.515
3,0.125,3.882,0.994,0.776,7338.767,719.334
4,0.123,6.935,0.994,0.643,5956.412,719.986
5,0.119,8.069,0.994,0.629,5909.781,716.275
