Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00019869388789726944,0.9755443220049153,0.9594420420271628,0.965728116425424,0.9864328150526508,0.9759706682991001,0.9755965608465609
0.6,0.00019869388789726944,0.976877383457904,0.9628631343393496,0.9702370524365128,0.9842383169634571,0.9771875343088818,0.9769126984126985
0.7,0.00019869388789726944,0.9767687430998548,0.9648128554387522,0.9745673008902885,0.9793411766564379,0.9769484069009668,0.9767810846560847
0.8,0.00019869388789726944,0.972451019363795,0.9627612450035954,0.9791104419761194,0.9657042206240695,0.9723611246423608,0.9724186507936508
0.9,0.00019869388789726944,0.9645653568571331,0.9581217618851114,0.985695275656648,0.9429469989876611,0.9638473804253488,0.9644616402116402
0.91,0.00019869388789726944,0.9626126022069634,0.9566459683507013,0.9866505308079053,0.9380393271961107,0.961731051107146,0.962494708994709
0.92,0.00019869388789726944,0.9600755342051983,0.9546086643523786,0.9876418336070136,0.9319244839901688,0.9589745326469791,0.9599404761904762
0.93,0.00019869388789726944,0.9567513138891603,0.9517975763181078,0.9886456609751805,0.9242193866200122,0.9553475688415461,0.956595238095238
0.94,0.00019869388789726944,0.9520684894325036,0.9476975516930946,0.9897735083811311,0.9136681555552922,0.9501993709120407,0.9518842592592592
0.95,0.00019869388789726944,0.9447551891331193,0.9410898832807774,0.991120291057934,0.8976300210498047,0.9420613429124067,0.9445291005291006
0.96,0.00019869388789726944,0.9300907258195106,0.9272836951925736,0.9926583454211537,0.866652975736776,0.9253859739996865,0.9297863756613757
0.97,0.00019869388789726944,0.8993820553061537,0.8976335589445941,0.9943863800054099,0.8033429564773238,0.888713643575791,0.8989212962962962
0.98,0.00019869388789726944,0.8242628288740232,0.8239993704952758,0.9965709516667473,0.6507865044291474,0.7873882182047539,0.8234305555555556
0.99,0.00019869388789726944,0.5171785720756552,0.5194688434161632,0.9984720577562168,0.03441030927020761,0.06652787074672374,0.5148624338624339
