epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.782,0.961,0.608,0.187,1572.254,392.231
1,0.732,0.932,0.712,0.471,1601.291,391.871
2,0.744,0.819,0.692,0.682,1594.870,398.288
3,0.742,1.200,0.696,0.176,1651.988,372.378
4,0.757,0.797,0.670,0.128,1636.806,373.775
5,0.741,1.174,0.697,0.227,1645.130,375.874
