Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
4665.579161,0.10862585636685344,0.2291255723269626,0.32631624165795214,0.4000829232020863,0.46354116443240356,0.522026540077594,0.5769531433007454,0.6277211133752726,0.6746511803133404,0.7174354333557805,0.28529350677544574
