epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.761,8.145,0.841,0.964,564.426,131.682
1,1.489,8.021,0.949,0.961,571.982,132.150
2,1.447,8.036,0.959,0.962,585.826,129.976
3,1.430,8.180,0.964,0.909,577.896,130.967
