epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.600,0.941,0.765,0.753,4890.628,687.826
1,0.258,0.837,0.972,0.885,4805.726,793.128
2,0.179,0.817,0.987,0.848,5780.867,1037.163
3,0.131,3.000,0.993,0.763,6485.452,1073.270
4,0.121,3.157,0.994,0.801,6717.306,1102.231
