epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.874,9.422,0.893,0.948,582.096,95.528
1,1.348,10.437,0.972,0.912,583.958,96.737
2,1.388,9.038,0.976,0.928,604.277,102.956
3,1.314,10.574,0.985,0.878,635.102,108.816
