epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.584,0.197,0.850,0.991,2723.253,284.394
1,0.378,0.143,0.954,0.995,2723.222,276.078
2,0.362,0.144,0.959,0.994,2726.382,273.469
3,0.357,0.199,0.961,0.987,2359.067,207.723
4,0.354,0.188,0.962,0.989,2048.678,207.966
