Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
3504.359386,0.13428350102704867,0.24530990683136986,0.32612628640328845,0.39021224521926534,0.443971441455601,0.496658680233464,0.5476229191583789,0.5976225403622325,0.6475068314528687,0.6967355167680885,0.2980649155800695
