Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00030088722705841066,0.5547512743636658,0.539733146265749,0.6368802431803932,0.26209466698022,0.3713627896752397,0.5516914191419142
0.6,0.00030088722705841066,0.5502579921409331,0.5371852988299184,0.6425890843482183,0.23265331452013274,0.34162074538748927,0.5469372937293729
0.7,0.00030088722705841066,0.5464181963796201,0.5351103424859074,0.6505715289691808,0.2055995401217632,0.3124543960925828,0.5428547854785478
0.8,0.00030088722705841066,0.5403845882731982,0.5314848274854682,0.6570460721420506,0.17295079825455306,0.27382426782570024,0.5365429042904291
0.9,0.00030088722705841066,0.5300174387014205,0.5246380921405556,0.6534687357371064,0.130937916438034,0.21816193036493647,0.5258448844884488
0.91,0.00030088722705841066,0.5290378196697783,0.5239942461319154,0.6531071926846077,0.12690418332418804,0.21251493878176114,0.5248333333333334
0.92,0.00030088722705841066,0.5270186123021189,0.522578013207116,0.6489456958758362,0.12072456951738915,0.20357728055077454,0.5227706270627063
0.93,0.00030088722705841066,0.5259165471824422,0.521863426829017,0.6486772873428822,0.11596901047790756,0.19676146565291602,0.5216303630363036
0.94,0.00030088722705841066,0.5243601033390384,0.5208107416804783,0.6464532425036835,0.11034138120247707,0.1885070042156422,0.5200313531353136
0.95,0.00030088722705841066,0.5226636512485768,0.5196644962146273,0.6437317196167424,0.10423362337017585,0.17941603910688336,0.5182887788778878
0.96,0.00030088722705841066,0.5205532002365943,0.5182326849779909,0.6394318843078515,0.09690431397141439,0.16830276231184427,0.5161237623762376
0.97,0.00030088722705841066,0.518802387663239,0.5170959392459571,0.6378772354694486,0.08947048679156541,0.15692958133779417,0.5143135313531353
0.98,0.00030088722705841066,0.5170349014376221,0.5159792609476963,0.6378163134232498,0.0810894672206109,0.14388585106043877,0.512476897689769
0.99,0.00030088722705841066,0.5141303784557438,0.5141497095593512,0.6380760279286268,0.06715920671004155,0.12152733655838036,0.509457095709571
