epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.630,0.479,0.817,0.887,2612.677,420.962
1,0.451,0.189,0.926,0.986,2540.250,415.394
2,0.396,0.206,0.948,0.977,2406.561,409.930
3,0.399,0.185,0.946,0.984,2130.013,316.801
4,0.388,0.178,0.950,0.989,1831.188,301.639
5,0.390,0.206,0.950,0.984,2053.738,298.122
6,0.395,0.202,0.948,0.981,2394.309,297.501
7,0.380,0.196,0.953,0.977,2314.539,295.282
