epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.419,0.746,0.914,0.807,7280.621,955.712
1,0.195,2.280,0.985,0.953,8103.817,890.018
2,0.124,2.172,0.994,0.957,8151.891,965.038
3,0.114,0.614,0.995,0.928,8155.221,899.085
4,0.108,3.776,0.995,0.729,7431.055,752.061
5,0.104,11.369,0.995,0.485,6669.050,749.520
