epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.474,0.321,0.915,0.984,1374.562,275.787
1,0.427,0.305,0.937,0.989,1390.005,275.002
2,0.410,0.573,0.943,0.817,1390.313,275.542
3,0.399,0.212,0.947,0.987,1392.842,275.521
4,0.390,0.285,0.951,0.967,1391.557,275.481
