epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,1.357,2.316,0.976,0.975,1814.902,362.546
1,1.177,2.263,0.994,0.990,1838.118,371.977
2,1.131,2.501,0.997,0.982,1657.220,353.354
3,1.067,2.454,0.998,0.988,1834.154,359.725
4,1.043,2.587,0.999,0.981,1840.982,360.440
