epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,3.110,27.829,0.301,0.391,550.378,125.039
1,3.116,21.913,0.323,0.596,562.539,127.269
2,3.144,21.913,0.370,0.483,460.029,98.819
3,3.113,25.788,0.381,0.610,439.451,95.637
4,3.125,21.913,0.375,0.399,440.650,103.899
5,3.111,21.913,0.426,0.515,438.004,96.998
6,3.118,21.913,0.430,0.607,445.578,97.905
