epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.649,0.515,0.803,0.891,3156.227,521.392
1,0.531,1.170,0.886,0.871,3170.954,517.896
2,0.412,0.774,0.944,0.924,3159.879,517.154
3,0.401,0.645,0.948,0.970,3170.606,347.003
4,0.394,9.474,0.950,0.654,2952.477,336.113
5,0.377,0.357,0.956,0.978,2953.540,336.076
6,0.370,6.325,0.958,0.590,2953.100,336.525
7,0.365,3.940,0.959,0.826,2950.535,339.736
8,0.363,4.894,0.960,0.797,2998.411,337.701
