epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.421,1.393,0.938,0.890,6020.760,772.830
1,0.330,0.122,0.966,0.996,6057.693,818.266
2,0.317,0.789,0.969,0.958,6076.636,776.102
3,0.309,0.382,0.971,0.975,6063.394,781.547
4,0.302,1.192,0.972,0.925,6012.554,762.978
