Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
7311.008665,0.033034598370530015,0.06308102160018454,0.09836906611039191,0.1360765593982498,0.17444997465389367,0.21284682084433432,0.25085818936014603,0.2884117256798813,0.32498473637492314,0.3605127144161268,0.13120270679013274
