Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.00027752574888597194,0.985562808388158,0.9836647300576122,0.9960909725832454,0.9749516858552632,0.9854079705759355,0.9855628083881579
0.6,0.00027752574888597194,0.984150390625,0.9824376768811598,0.9964624344480459,0.9717506167763158,0.9839513915091271,0.984150390625
0.7,0.00027752574888597194,0.9823329564144738,0.9808043640099341,0.9968308356619403,0.9677425986842105,0.9820713713082481,0.9823329564144737
0.8,0.00027752574888597194,0.9799434621710525,0.9786439993311051,0.9972924668375118,0.9625,0.9795873956797803,0.9799434621710527
0.9,0.00027752574888597194,0.9757776521381579,0.9747597198709923,0.9978604874302291,0.9535999177631579,0.9752282713194715,0.9757776521381579
0.91,0.00027752574888597194,0.9752621299342105,0.9742839567993808,0.9979418239467869,0.9524886924342105,0.9746856348209534,0.9752621299342106
0.92,0.00027752574888597194,0.97455078125,0.9736159509522211,0.9980300732087799,0.9509786184210526,0.9739364059675596,0.97455078125
0.93,0.00027752574888597194,0.9732802220394736,0.9723851826824127,0.998108859581742,0.9483573190789474,0.9725972663683181,0.9732802220394737
0.94,0.00027752574888597194,0.9720379317434211,0.9711949419327044,0.9982141481562653,0.9457678865131579,0.9712835492842661,0.972037931743421
0.95,0.00027752574888597194,0.9706450452302632,0.9698515743148024,0.9983140778310486,0.9428824013157895,0.9698068022319907,0.9706450452302632
0.96,0.00027752574888597194,0.9686076274671053,0.9678779987542845,0.9984429858370755,0.9386790707236842,0.9676391128188363,0.9686076274671053
0.97,0.00027752574888597194,0.9662880345394738,0.9656330132393356,0.9985952431724202,0.933889802631579,0.9651592560367074,0.9662880345394737
0.98,0.00027752574888597194,0.9614823190789473,0.9609265065554685,0.9987955930259947,0.924078947368421,0.959985647373918,0.9614823190789473
0.99,0.00027752574888597194,0.952623869243421,0.9522262344219132,0.9991214895003826,0.9060444078947368,0.9503093033598836,0.952623869243421
