Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
717.873477,0.9908496402337301,0.9989807361962493,0.9997580548826948,0.9999293570275146,0.999977028096706,0.9999927497919016,0.9999983602801205,0.9999993624849334,0.9999995753173179,0.9999998037529905,0.9952302655824853
