Confident,Execution Time,ROC AUC,PR AUC,Precision,Recall,F1-Score,Accuracy
0.5,0.0007603907263468182,0.8803294984001252,0.8382787857548203,0.8873862534746584,0.8724439757933828,0.8798516790654666,0.8802916666666667
0.6,0.0007603907263468182,0.8840293983524662,0.8466800497406677,0.9008188813424878,0.8641162044003176,0.8820859179307454,0.8839338624338624
0.7,0.0007603907263468182,0.8858461746822635,0.8530899103586448,0.9132698911735955,0.8535307460108711,0.88239036721751,0.8856911375661376
0.8,0.0007603907263468182,0.8854875490099227,0.8584066321125383,0.9279782115032165,0.8365250313640774,0.8798816387795004,0.8852526455026455
0.9,0.0007603907263468182,0.8772351630758755,0.8584054789947696,0.9482755655478963,0.7984418668636054,0.8669323369743888,0.8768571428571429
0.91,0.0007603907263468182,0.87459116694683,0.8570009116882266,0.9512011512287275,0.7901075132927081,0.8632027067355575,0.8741858465608465
0.92,0.0007603907263468182,0.8719514092782796,0.8557519005211678,0.9545776895825863,0.7814453672657765,0.8593783478588181,0.8715171957671958
0.93,0.0007603907263468182,0.8685075107698232,0.8536851399887024,0.9578632259245877,0.7712706367730479,0.8544992335616849,0.8680410052910053
0.94,0.0007603907263468182,0.8636786893302831,0.8504327721186051,0.9615953768810649,0.7579193472585888,0.8476946782031527,0.8631712962962963
0.95,0.0007603907263468182,0.8560135928020967,0.8447395938881992,0.9662303060383901,0.738071448223931,0.8368787974454448,0.8554477513227513
0.96,0.0007603907263468182,0.8386808180007045,0.8302217807601077,0.9726069661608983,0.6971869088381535,0.8121826944089806,0.8380019841269841
0.97,0.0007603907263468182,0.76990423094429,0.7644861939260813,0.9757195746576105,0.5537204443759898,0.706501555787909,0.7688670634920635
0.98,0.0007603907263468182,0.6079726111979451,0.6067689042397427,0.9712948069852941,0.22258687487411585,0.3621757146513842,0.6061236772486772
0.99,0.0007603907263468182,0.5144351552200195,0.5158041484565903,0.9331359778961911,0.03112185322533296,0.06023476295667815,0.5121164021164021
