epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.751,1.048,0.675,0.195,2053.443,535.134
1,0.697,1.156,0.756,0.201,2240.527,502.813
2,0.667,1.169,0.788,0.261,2326.890,499.538
3,0.664,0.953,0.791,0.437,2325.305,509.955
4,0.687,0.903,0.768,0.493,2237.707,457.207
5,0.709,0.877,0.743,0.403,2212.015,508.219
6,0.723,0.862,0.725,0.412,2325.036,475.555
7,0.713,1.009,0.739,0.359,2310.142,476.019
