epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,2.134,11.762,0.871,0.959,1052.658,167.422
1,1.378,9.765,0.969,0.972,1065.405,166.975
2,1.259,8.922,0.983,0.942,1043.725,166.816
3,1.199,8.981,0.987,0.955,982.350,132.498
4,1.167,8.628,0.989,0.977,889.918,133.203
5,1.147,8.407,0.991,0.985,889.111,134.590
6,1.137,8.596,0.991,0.982,741.442,101.977
7,1.116,8.744,0.992,0.983,736.824,102.136
8,1.116,9.861,0.992,0.969,736.545,104.336
