epoch,train_losses,test_losses,train_roc,test_roc,train_time,test_time
0,0.446,0.181,0.935,0.988,429.887,101.602
1,0.360,0.158,0.964,0.990,412.899,104.983
2,0.341,0.154,0.969,0.991,416.520,105.129
3,0.323,0.157,0.973,0.990,424.971,100.846
4,0.308,0.131,0.976,0.994,405.870,102.662
5,0.299,0.120,0.978,0.995,415.840,101.734
6,0.295,0.113,0.979,0.995,422.459,104.054
7,0.288,0.159,0.981,0.994,410.781,96.358
8,0.287,0.725,0.981,0.966,420.794,93.453
