Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
857.989673,0.18002768756265883,0.3090036624477236,0.39626697815555956,0.44879469571651937,0.48789829388312717,0.5264616838826053,0.5648380006784877,0.6032867212373227,0.6416964952030474,0.6800244757316924,0.3415332255861369
