Time,Top1-Acc,Top2-Acc,Top3-Acc,Top4-Acc,Top5-Acc,Top6-Acc,Top7-Acc,Top8-Acc,Top9-Acc,Top10-Acc,MRR
812.307476,0.16354505570696787,0.28517602497233135,0.37218889361670326,0.42809141063363254,0.4704513211761922,0.5109004503908512,0.5505848859649953,0.5894892528423632,0.6284162429162353,0.6669181936053692,0.3240819867625116
